ticker,price,시가총액,sector1,sector2,PER_E,FCF,부채비율,ROE_E,ROA_E,EPS_E,EPS_M,EV/EBITDA_E
267270,49100,967308936300,기계,기계,19.32,541.0,90.79,14.05,6.08,11271.0,1811.0,3.06
089860,26700,978129482100,서비스업,도로와철도운송,13.67,1246.0,394.94,9.91,1.88,3660.0,2108.0,3.67
103140,35750,1001867938500,철강금속,비철금속,21.64,-792.0,76.8,8.77,4.83,5948.0,3958.6666666666665,5.19
294870,15270,1006404929100,건설업,건설,9.47,-1489.0,130.46,5.55,2.23,2447.0,4838.0,8.18
009900,19230,1009000657590,운수장비,자동차부품,9.78,166.0,98.3,34.5,16.01,3053.0,-133.0,3.64
000210,48500,1016360374000,화학,화학,38.69,2153.0,166.13,-4.29,-1.31,-7348.0,21626.0,10.82
006650,166000,1079000000000,화학,화학,38.69,419.0,18.44,-1.58,-1.16,-4491.0,19667.666666666668,8.96
161890,47950,1097152581000,화학,화장품,66.38,234.0,99.91,9.77,2.95,2973.0,3284.333333333333,8.15
093370,11710,1104863137840,화학,화학,38.69,-309.0,130.59,-5.9,-4.03,-220.0,146.33333333333334,48.69
001120,30500,1182180000000,유통업,무역회사와판매업체,11.86,1968.0,170.18,11.11,4.77,6796.0,5815.666666666667,2.47
120110,43850,1206712140350,화학,화학,38.69,-453.0,108.69,2.98,1.42,2589.0,4755.666666666667,7.86
069960,52100,1219267176100,유통업,백화점과일반상점,16.34,1816.0,88.56,3.86,1.85,7684.0,6464.333333333333,4.51
280360,130700,1233098821800,음식료품,식품,10.81,791.0,97.27,4.78,2.33,10475.0,5919.0,5.52
069620,108600,1258302045000,의약품,제약,106.38,415.0,99.84,11.71,5.1,6697.0,1705.0,9.47
192820,113300,1285899369700,화학,화장품,66.38,-176.0,304.42,12.52,4.23,6814.0,4020.3333333333335,9.5
353200,27050,1336727821250,전기전자,전자장비와기기,33.19,255.0,29.84,3.59,2.62,598.0,485.5,7.44
001740,5760,1358082806400,유통업,복합기업,17.35,5881.0,324.41,1.79,0.49,164.0,2.0,5.05
006280,118800,1388360714400,의약품,제약,106.38,-652.0,72.53,-0.17,-0.05,-250.0,5722.333333333333,19.07
248070,28050,1402655705550,전기전자,전자장비와기기,33.19,313.0,151.55,35.79,11.37,2536.0,756.0,7.95
005300,152200,1412246144800,음식료품,음료,18.76,581.0,179.72,9.45,3.66,13628.0,-1318.6666666666667,6.61
006360,16790,1436913217100,건설업,건설,9.47,34.0,250.3,-2.86,-0.49,-1590.0,4745.0,37.16
004800,68300,1439151007500,기타금융업,복합기업,17.35,191.0,86.52,0.89,0.62,1076.0,7700.0,12.41
018670,157900,1457455527600,유통업,가스유틸리티,3.26,-2994.0,127.6,10.92,4.41,28942.0,24321.666666666668,5.01
000150,88500,1462359397500,기타금융업,복합기업,17.35,178.0,147.11,2.85,2.11,2366.0,634.0,2.84
375500,38250,1480031079750,건설업,건설,9.47,-2981.0,90.95,5.79,2.99,5985.0,13556.0,0.89
004000,59100,1524780000000,화학,화학,38.69,272.0,10.62,10.55,9.1,9727.0,12307.666666666666,2.1
185750,122000,1533352608000,의약품,제약,106.38,773.0,73.75,26.05,15.05,14485.0,4992.333333333333,6.19
005850,33350,1549058142000,운수장비,자동차부품,9.78,704.0,61.38,17.7,10.64,6770.0,1761.3333333333333,2.45
042670,7830,1562895036990,기계,기계,19.32,593.0,156.13,18.54,6.82,1657.0,1231.6666666666667,3.19
336260,24100,1578398796600,전기전자,전기제품,45.28,131.0,106.27,1.08,0.57,70.0,314.0,55.32
000080,22800,1599046330800,음식료품,음료,18.76,-532.0,199.26,3.85,1.31,621.0,543.0,8.26
011210,58800,1599070880400,운수장비,자동차부품,9.78,2508.0,88.88,2.89,1.15,3562.0,2188.0,3.99
073240,5610,1611530210070,화학,자동차부품,9.78,690.0,259.43,9.2,2.39,381.0,-229.33333333333331,6.12
003230,217500,1638430762500,음식료품,식품,10.81,435.0,95.8,24.14,12.36,16273.0,8102.666666666667,9.16
004170,171900,1692386613900,유통업,백화점과일반상점,16.34,1331.0,131.02,7.06,2.73,30400.0,24708.33333333333,4.17
298020,391500,1694287503000,화학,"섬유,의류,신발,호화품",8.37,918.0,176.08,8.29,2.57,23994.0,77042.66666666667,6.16
204320,36350,1706891312000,운수장비,자동차부품,9.78,-664.0,166.96,8.16,3.2,3844.0,2012.0,4.61
298050,395000,1769579460000,화학,화학,38.69,-529.0,296.05,11.26,3.21,18061.0,13452.0,8.22
007660,29300,1853120076700,전기전자,전자장비와기기,33.19,-172.0,130.01,20.98,9.01,812.0,-765.6666666666666,22.24
298040,200000,1864909600000,전기전자,전기장비,16.66,558.0,307.03,14.7,3.52,16644.0,1735.0,7.53
000880,25250,1892708058750,화학,복합기업,17.35,-2149.0,481.73,10.84,0.85,9871.0,4290.333333333333,3.13
047040,4585,1905629795230,건설업,건설,9.47,1569.0,176.62,13.35,4.7,1275.0,783.6666666666666,2.57
010060,99700,1975327685500,화학,화학,38.69,928.0,52.09,18.09,11.1,36503.0,-5491.0,1.02
009420,37850,1977308148300,의약품,제약,106.38,214.0,22.07,4.64,3.7,157.0,305.0,151.19
111770,44850,1987369339800,유통업,"섬유,의류,신발,호화품",8.37,2221.0,49.89,17.58,12.05,12147.0,4604.0,1.19
020150,43250,1994293613750,전기전자,전자장비와기기,33.19,-680.0,22.58,-1.35,-1.09,-423.0,1101.3333333333333,20.52
079550,91900,2021800000000,기계,우주항공과국방,18.22,-2898.0,224.75,15.88,4.86,7222.0,2517.0,8.63
002380,228500,2030558623500,화학,건축자재,10.84,513.0,143.95,1.7,0.74,9959.0,13616.0,7.13
014680,181300,2055070853500,화학,화학,38.69,33.0,46.28,12.85,8.6,9083.0,10536.0,13.07
112610,52000,2192912956000,기계,에너지장비및서비스,60.09,180.0,100.76,7.05,3.68,1516.0,1106.6666666666667,12.15
139480,79200,2207764864800,유통업,백화점과일반상점,16.34,2095.0,150.45,-0.14,-0.14,-587.0,25906.0,6.82
282330,128900,2227895483400,유통업,백화점과일반상점,16.34,386.0,212.57,19.24,6.34,11444.0,8133.333333333333,3.83
012750,59700,2268550926600,서비스업,상업서비스와공급품,15.56,158.0,35.08,10.46,7.72,4291.0,3664.3333333333335,4.4
036460,24600,2270899800000,전기가스업,가스유틸리티,3.26,7371.0,440.34,2.09,0.36,2330.0,2951.6666666666665,12.8
028670,4260,2277266121120,운수창고업,해운사,6.1,781.0,64.07,6.97,4.25,609.0,495.0,4.86
023530,80700,2282902528500,유통업,백화점과일반상점,16.34,2653.0,182.15,2.07,0.66,7006.0,-23266.666666666668,7.27
010120,76100,2283000000000,전기전자,전기장비,16.66,46.0,118.96,13.04,6.16,7134.0,3042.0,4.93
030000,20350,2341088928750,서비스업,광고,10.77,749.0,114.61,16.94,7.85,1864.0,1335.3333333333333,4.74
000120,103500,2361077604000,운수창고업,항공화물운송과물류,6.81,2314.0,131.26,5.74,2.34,9279.0,3178.0,5.63
051915,308500,2371994800000,화학,화학,38.69,-15682.0,87.36,5.61,3.34,22948.0,19144.0,6.93
081660,39050,2372374269100,유통업,"섬유,의류,신발,호화품",8.37,2748.0,87.42,6.78,4.72,2141.0,3507.6666666666665,6.32
002790,28850,2378918493000,화학,화장품,66.38,-790.0,16.43,3.69,3.08,1302.0,1160.3333333333333,2.29
004370,424500,2582081529000,음식료품,식품,10.81,345.0,31.73,8.06,6.11,31621.0,17500.0,5.24
005385,107400,2589748980600,운수장비,자동차,3.6,-17806.0,175.79,14.21,4.92,45353.0,11250.0,6.42
008770,66800,2621774482800,유통업,백화점과일반상점,16.34,568.0,355.44,23.33,4.83,3521.0,-721.6666666666666,12.34
007070,25150,2633655738300,유통업,백화점과일반상점,16.34,2795.0,122.37,4.56,1.92,1792.0,4292.333333333333,4.58
000990,60000,2663915280000,전기전자,반도체와반도체장비,28.88,559.0,17.93,14.18,11.48,5534.0,4400.0,4.28
006260,84500,2720900000000,기타금융업,전기장비,16.66,2232.0,178.0,8.55,2.73,11019.0,4451.0,5.91
001040,93900,2739720112200,기타금융업,복합기업,17.35,12053.0,166.41,4.02,1.04,5963.0,5877.0,3.73
064350,25700,2804956930100,운수장비,기계,19.32,-2844.0,208.48,9.04,2.9,1327.0,-1078.0,13.77
272210,15150,2862128743350,전기전자,우주항공과국방,18.22,-1579.0,94.46,15.48,7.92,1749.0,672.6666666666666,11.91
003410,6060,3022103626080,비금속광물,건축자재,10.84,-29.0,136.06,11.33,4.02,365.0,300.6666666666667,7.95
004990,29100,3052858796700,기타금융업,복합기업,17.35,2742.0,136.66,1.27,0.94,858.0,-785.0,8.32
267260,86000,3100053610000,전기전자,전기장비,16.66,-160.0,210.73,20.27,6.93,5109.0,-4245.333333333333,8.95
383220,86500,3313561987500,섬유의복,"섬유,의류,신발,호화품",8.37,-20.0,46.16,42.96,26.57,12046.0,8852.0,4.49
035250,15770,3373841685000,서비스업,"호텔,레스토랑,레저",19.16,2048.0,19.85,8.32,6.89,1368.0,75.33333333333333,6.35
180640,53500,3571781926500,운수창고업,"호텔,레스토랑,레저",19.16,166.0,32.61,10.68,7.08,4116.0,-2770.6666666666665,53.94
011790,97000,3673224906000,화학,화학,38.69,-2478.0,170.82,-10.77,-3.05,-4639.0,2804.0,60.55
011780,128700,3674086287300,화학,화학,38.69,2316.0,38.49,7.41,5.49,13276.0,28298.33333333333,5.0
021240,50900,3756400607100,서비스업,가정용기기와용품,13.88,215.0,81.95,19.78,10.76,6706.0,5435.666666666667,3.51
128940,305000,3831458190000,의약품,제약,106.38,437.0,72.78,14.42,8.19,10647.0,3478.333333333333,13.93
018880,7280,3886064000000,기계,자동차부품,9.78,-4063.0,257.56,7.1,1.85,304.0,460.6666666666667,7.66
005387,108200,3908248595400,운수장비,자동차,3.6,-17806.0,175.79,14.21,4.92,45353.0,11250.0,6.42
078930,42950,3990715485100,기타금융업,석유와가스,11.89,5196.0,95.37,10.77,5.14,14855.0,6160.666666666667,3.27
000720,37050,4125731093250,건설업,건설,9.47,-5739.0,118.66,7.36,3.13,5222.0,2800.333333333333,0.81
241560,44450,4456075428700,기계,기계,19.32,3805.0,78.73,16.5,9.11,8874.0,3010.333333333333,2.54
047810,46350,4517971209450,운수장비,우주항공과국방,18.22,-5256.0,375.5,13.5,2.43,2088.0,1056.6666666666667,11.28
032640,10450,4562588722450,통신업,무선통신서비스,8.64,-936.0,133.7,7.88,3.44,1510.0,1235.3333333333333,2.73
271560,119100,4708753321200,음식료품,식품,10.81,641.0,23.76,13.45,10.56,9219.0,6246.333333333333,5.3
000100,61900,4743932868300,의약품,제약,106.38,-281.0,31.27,4.33,3.36,1120.0,1436.3333333333333,38.16
004020,35800,4777359103000,철강금속,철강,17.44,6575.0,78.16,4.14,2.11,5912.0,2619.0,5.18
097950,319500,4809812427000,음식료품,식품,10.81,5421.0,150.43,5.32,1.81,22504.0,29525.33333333333,5.21
005070,158200,4848949599200,화학,화학,38.69,-142.0,69.8,7.55,4.09,699.0,304.3333333333333,96.35
267250,62200,4913369887000,기타금융업,석유와가스,11.89,5279.0,198.96,7.38,1.73,7111.0,-2455.333333333333,4.22
361610,69100,4926663607200,전기전자,전기제품,45.28,-313.0,74.09,1.42,0.87,441.0,1910.6666666666667,37.0
307950,181800,4985679927600,서비스업,IT서비스,26.44,927.0,60.4,9.64,5.71,5461.0,2728.0,12.9
028050,25900,5076400000000,서비스업,건설,9.47,3783.0,133.97,25.35,8.98,3996.0,1608.3333333333333,2.91
302440,67300,5167566295800,의약품,제약,106.38,1325.0,11.45,-0.8,0.27,-182.0,1868.3333333333333,5079.43
454910,80100,5192080398000,기계,기계,42.44,-85.0,7.59,-7.66,-6.4,-206.0,-335.3333333333333,-785.75
051900,340000,5310186980000,화학,화장품,66.38,815.0,34.31,5.04,3.98,15473.0,45533.0,6.49
011070,234500,5549936591500,전기전자,전자장비와기기,33.19,-1545.0,158.85,12.88,5.56,24621.0,17277.333333333332,3.94
161390,45600,5648703146400,화학,자동차부품,9.78,4365.0,34.12,8.51,6.23,6322.0,3713.6666666666665,3.18
009830,33250,5715426822000,화학,에너지장비및서비스,60.09,-6670.0,161.74,2.46,1.14,1226.0,1246.6666666666667,7.85
042700,59700,5811156329400,기계,반도체와반도체장비,28.88,-95.0,14.2,40.48,35.5,1987.0,566.0,151.94
012450,118400,5994592000000,운수장비,우주항공과국방,18.22,-4697.0,309.69,27.47,5.51,17815.0,3310.6666666666665,7.92
377300,45700,6129720526400,기타금융업,IT서비스,26.44,1784.0,106.34,-0.26,-0.13,-35.0,-361.0,232.04
086280,178100,6678750000000,운수창고업,항공화물운송과물류,6.81,871.0,94.26,15.27,7.92,29883.0,16812.333333333332,2.99
011170,157800,6749961118200,화학,화학,38.69,-5734.0,63.9,0.27,0.27,953.0,20418.33333333333,11.08
326030,86300,6758433475000,서비스업,제약,106.38,-47.0,132.89,-14.7,-6.53,-556.0,-1238.0,-193.35
402340,49150,6830917919400,기타금융업,반도체와반도체장비,28.88,-670.0,11.2,-9.04,-7.0,-10321.0,16134.0,-3.24
090430,134400,7861426809600,화학,화장품,66.38,-349.0,20.22,3.62,2.94,2544.0,2258.333333333333,18.46
010950,70200,7903311998400,화학,석유와가스,11.89,-8737.0,144.38,13.05,5.75,9900.0,1852.0,4.36
003490,22050,8119265575050,운수창고업,항공사,4.99,3684.0,198.69,13.06,4.29,3347.0,-1157.6666666666667,3.43
030200,33100,8535191156000,통신업,다각화된통신서비스,7.36,9332.0,134.89,7.08,3.09,4609.0,3358.333333333333,3.08
034020,14960,9582794744160,기계,기계,19.32,568.0,123.45,4.63,2.9,531.0,-1538.6666666666667,7.0
047050,57300,10080375752400,유통업,무역회사와판매업체,11.86,8741.0,162.71,16.29,5.59,4420.0,2185.0,7.31
010130,489000,10224299532000,철강금속,비철금속,21.64,4733.0,25.01,5.34,4.1,24122.0,35553.0,10.58
009150,138300,10330138156800,전기전자,전자장비와기기,33.19,728.0,42.57,6.24,4.52,6201.0,8636.666666666666,6.85
011200,15350,10576756263600,운수창고업,해운사,6.1,-156.0,20.18,3.85,3.13,1550.0,4092.6666666666665,1.29
017670,52200,11423090116800,통신업,무선통신서비스,8.64,6780.0,141.52,9.38,3.62,4915.0,4256.0,3.6
034730,161800,11843489632200,기타금융업,복합기업,17.35,-14065.0,161.85,4.15,0.93,12260.0,13456.666666666666,4.76
033780,91000,12177847227000,미분류,담배,16.24,6680.0,40.63,9.99,7.64,6861.0,7730.666666666667,7.43
018260,158900,12295332420000,서비스업,IT서비스,26.44,2219.0,35.66,8.58,6.13,9428.0,7716.0,5.69
003550,81700,12851491128100,기타금융업,복합기업,17.35,-56.0,11.45,6.05,5.52,9845.0,9991.333333333334,5.23
096770,140000,14091778960000,화학,석유와가스,11.89,-18182.0,174.84,3.19,1.31,6729.0,-6652.0,7.46
066570,104100,17035737437400,전기전자,전자제품,30.28,7891.0,155.53,7.97,3.38,8758.0,5587.666666666667,3.13
028260,117000,21714225390000,유통업,복합기업,17.35,1002.0,69.13,8.06,4.59,12361.0,6543.333333333333,5.94
012330,232000,21727981808000,운수장비,자동차부품,9.78,12142.0,45.42,9.07,6.2,37825.0,21589.0,5.12
035720,49850,22158124104500,서비스업,양방향미디어와서비스,69.72,3179.0,71.04,2.55,1.16,588.0,923.3333333333334,17.54
003670,300000,23238966000000,전기전자,화학,38.69,-2449.0,133.01,5.22,2.44,1696.0,1271.0,89.11
068270,162800,23834370956000,의약품,제약,106.38,-1223.0,46.32,15.69,11.32,4753.0,3196.0,22.17
006400,453500,31184714355000,전기전자,전기제품,45.28,-7178.0,74.5,11.14,6.39,27713.0,9951.0,9.42
035420,206000,33456170364000,서비스업,양방향미디어와서비스,69.72,3715.0,49.27,4.58,2.96,6459.0,36678.333333333336,16.46
000270,84100,33811917472300,운수장비,자동차,3.6,37175.0,80.05,21.99,12.05,23432.0,6640.0,1.25
051910,506000,35719725558000,화학,화학,38.69,-15682.0,87.36,5.61,3.34,22948.0,19144.0,6.93
005380,184900,39112175459400,운수장비,자동차,3.6,-17806.0,175.79,14.21,4.92,45353.0,11250.0,6.42
005490,468000,39579335640000,철강금속,철강,17.44,5762.0,70.68,4.79,2.89,30378.0,38440.333333333336,5.44
005935,57000,46904541900000,전기전자,반도체와반도체장비,28.88,-32939.0,24.89,3.04,2.49,1560.0,4261.333333333333,7.98
207940,703000,50035322000000,의약품,제약,106.38,1563.0,66.43,8.7,4.8,11445.0,3406.0,33.49
000660,130700,95149909105500,전기전자,반도체와반도체장비,28.88,-4943.0,84.77,-13.59,-7.82,-10988.0,7492.333333333333,19.87
373220,434500,101673000000000,전기전자,전기제품,45.28,-23036.0,83.11,8.64,4.68,7237.0,842.5,21.93
005930,71300,425645495815000,전기전자,반도체와반도체장비,28.88,-32939.0,24.89,3.04,2.49,1560.0,4261.333333333333,7.98
